PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;062350  ;2015-09-03;02:00; OBS    ;  125;     ;     ;   98;  138;  280;   16;   23;     ;     ;     ;    8;    8;     ;    8;     ;     ;    8;     ;     ;     ;     ;    8;   84;     ;    0;     ;     ;  100;     ;     ;    0;  100;    0;    0;  100;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   35;    0;    0;
MSWRMOS ;mix  2015090218;062350  ;2015-09-03;02:00; 00100  ;  125;     ;     ;   94;  133;  270;   12;   20;   23;     ;    5;    6;    6;    5;    6;    6;    5;    6;    0;    2;    4;    6;    6;   81;  305;    0;    0;     ;   56;   97;     ;    6;   46;   10;    0;   56;    0;    0;    6;   97;   10;    1;   97;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   10;    2;     ;     ;    0;    0;     ;     ;     ;     ;    0;     ;  146;     ;     ;   96;  133;  232;   13;     ;   24;     ;    0;   24;    0;   72;   18;   19;     ;   19;    0;    0;
MSWRMOS ;mix  2015090218;062350  ;2015-09-03;02:00; 00200  ;  124;     ;     ;   94;  130;  257;   11;   18;     ;     ;    5;    6;    6;    5;    6;    6;    5;    6;    1;    2;    4;    5;    6;   82;  292;    0;     ;     ;   41;     ;     ;    6;   29;   12;    0;   41;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   10;    1;     ;     ;    0;    0;     ;     ;     ;     ;    0;     ;  146;     ;     ;   98;  129;  228;   13;     ;     ;     ;     ;     ;     ;   73;     ;     ;     ;   12;    0;    0;
MSWRMOS ;mix  2015090218;062350  ;2015-09-03;02:00; 00300  ;  126;     ;     ;   96;  128;  243;   11;   17;     ;     ;    6;    6;    7;    6;    6;    7;    5;    6;    2;    3;    4;    6;    6;   82;  297;    1;     ;     ;   44;     ;     ;    6;   29;   14;    1;   44;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   10;    1;     ;     ;    0;    0;     ;     ;     ;     ;    0;     ;  146;     ;     ;   99;  127;  225;   14;     ;     ;     ;     ;     ;     ;   73;     ;     ;     ;    7;    0;    0;
MSWRMOS ;mix  2015090218;062350  ;2015-09-03;02:00; 00400  ;  129;  146;  118;   98;  126;  237;   11;   17;   19;   23;    6;    6;    7;    6;    6;    7;    6;    7;    2;    3;    4;    6;    6;   82;  273;    0;    1;    1;   62;   85;   91;   11;   40;   21;    4;   62;    0;    0;   23;   74;   47;    6;   85;    0;    0;   29;   90;   58;    7;   91;    0;    0;   29;   90;   58;    7;   91;    0;    0;    1;   91;   10;    2;    6;    6;    7;    7;   53;     ;   10;   21;    0;    6;  147;  150;  144;  100;  125;  226;   14;     ;     ;   56;     ;     ;     ;   73;   30;   48;  104;   11;    0;    0;
MSWRMOS ;mix  2015090218;062350  ;2015-09-03;02:00; 00500  ;  137;     ;     ;  101;  124;  237;   11;   17;     ;     ;    6;    6;    7;    6;    6;    7;    6;    7;    3;    4;    4;    5;    6;   79;  281;    0;     ;     ;   60;     ;     ;    9;   41;   19;    3;   60;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   11;    3;     ;     ;   13;   13;     ;     ;   33;   27;    0;     ;  148;     ;     ;   99;  123;  233;   13;     ;     ;     ;     ;     ;     ;   72;     ;     ;     ;   12;    0;    0;
MSWRMOS ;mix  2015090218;062350  ;2015-09-03;02:00; 00600  ;  145;     ;     ;  104;  122;  237;   11;   18;     ;     ;    6;    6;    7;    6;    6;    7;    6;    6;    4;    4;    4;    5;    6;   76;  291;    0;     ;     ;   59;     ;     ;    9;   40;   20;    4;   59;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   12;    3;     ;     ;   20;   20;     ;     ;   65;   33;    0;     ;  150;     ;     ;   96;  123;  245;   12;     ;     ;     ;     ;     ;     ;   70;     ;     ;     ;   13;    0;    0;
MSWRMOS ;mix  2015090218;062350  ;2015-09-03;02:00; 00700  ;  151;     ;     ;  105;  120;  239;   12;   19;   20;     ;    6;    6;    7;    6;    6;    7;    6;    6;    5;    4;    4;    5;    6;   74;  294;    0;    0;     ;   57;   79;     ;    9;   38;   19;    4;   57;    0;    0;   27;   77;   58;    7;   79;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   12;    3;     ;     ;   23;   23;     ;     ;  101;   39;    0;     ;  152;  152;  144;   95;  122;  255;   11;     ;   93;     ;   68;   92;    0;   69;   30;   60;     ;   15;    0;    0;
MSWRMOS ;mix  2015090218;062350  ;2015-09-03;02:00; 00800  ;  154;     ;     ;  106;  119;  243;   12;   20;     ;     ;    6;    6;    7;    6;    6;    7;    6;    6;    4;    4;    5;    5;    7;   73;  289;    0;     ;     ;   54;     ;     ;    8;   35;   20;    6;   54;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   11;    2;     ;     ;   22;   22;     ;     ;  120;   39;    0;     ;  153;     ;     ;   96;  121;  265;   11;     ;     ;     ;     ;     ;     ;   68;     ;     ;     ;   19;    0;    0;
MSWRMOS ;mix  2015090218;062350  ;2015-09-03;02:00; 00900  ;  155;     ;     ;  105;  118;  249;   13;   20;     ;     ;    7;    7;    7;    7;    7;    7;    6;    7;    4;    5;    5;    5;    7;   72;  278;    0;     ;     ;   50;     ;     ;    9;   32;   18;    4;   50;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    9;    2;     ;     ;   17;   17;     ;     ;  132;   39;    0;     ;  155;     ;     ;   97;  120;  273;   12;     ;     ;     ;     ;     ;     ;   68;     ;     ;     ;   24;    0;    0;
MSWRMOS ;mix  2015090218;062350  ;2015-09-03;02:00; 01000  ;  155;  159;  117;  104;  117;  253;   13;   21;   22;   23;    7;    7;    7;    7;    7;    7;    6;    7;    4;    5;    5;    5;    7;   71;  274;    0;    0;    0;   46;   76;   90;    9;   29;   16;    3;   46;    0;    0;   26;   71;   54;   13;   76;    0;    0;   52;   89;   84;   21;   90;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;    7;    1;   13;     ;   14;   14;     ;     ;  137;   39;    0;     ;  155;  156;  144;   99;  118;  277;   13;     ;     ;   86;     ;     ;     ;   69;    6;   36;     ;   27;    0;    0;
MSWRMOS ;mix  2015090218;062350  ;2015-09-03;02:00; 01100  ;  155;     ;     ;  101;  117;  255;   13;   21;     ;     ;    7;    7;    7;    7;    7;    7;    7;    7;    3;    4;    5;    5;    7;   70;  280;    0;     ;     ;   42;     ;     ;    8;   26;   16;    2;   42;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    7;    0;     ;     ;   14;   14;     ;     ;  138;   40;    0;     ;  155;     ;     ;   99;  116;  274;   14;     ;     ;     ;     ;     ;     ;   69;     ;     ;     ;   29;    0;    0;
MSWRMOS ;mix  2015090218;062350  ;2015-09-03;02:00; 01200  ;  154;     ;     ;   98;  116;  257;   13;   21;     ;     ;    7;    7;    7;    7;    7;    7;    7;    6;    3;    3;    5;    5;    7;   69;  292;    0;     ;     ;   38;     ;     ;    5;   23;   15;    4;   38;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    6;    0;     ;     ;   16;   16;     ;     ;  132;   41;    0;     ;  154;     ;     ;  100;  113;  266;   15;     ;     ;     ;     ;     ;     ;   70;     ;     ;     ;   29;    0;    0;
MSWRMOS ;mix  2015090218;062350  ;2015-09-03;02:00; 01300  ;  153;     ;     ;   95;  115;  259;   13;   21;   22;     ;    7;    7;    7;    7;    7;    6;    7;    6;    2;    3;    5;    5;    7;   68;  304;    0;    0;     ;   34;   57;     ;    3;   20;   14;    5;   34;    0;    0;   16;   54;   45;    8;   57;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    6;    0;     ;     ;   18;   18;     ;     ;  117;   42;    0;     ;  153;  155;  144;  101;  111;  259;   16;     ;   29;     ;   27;   20;    1;   71;    0;    6;     ;   30;    0;    0;
PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;062400  ;2015-09-03;02:00; OBS    ;   97;     ;     ;   87;  146;  180;    6;    6;     ;     ;     ;    0;    0;     ;    0;     ;     ;    0;     ;     ;     ;     ;    0;   93;     ;    0;     ;     ;    0;     ;     ;    0;    0;    0;    0;    0;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;062400  ;2015-09-03;02:00; 00100  ;   96;     ;     ;   87;  141;  183;    5;    7;    7;     ;    2;    2;    2;    2;    2;    2;    2;    2;    0;    0;    2;    2;    2;   94;  263;    0;    0;     ;    9;    9;     ;    1;    4;    5;    0;    9;    0;    0;    1;    4;    5;    0;    9;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    5;    0;     ;     ;    0;    0;     ;     ;     ;     ;    0;     ;  123;     ;     ;   91;  140;  216;    9;     ;    8;     ;    0;    8;    0;   81;    6;   10;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;062400  ;2015-09-03;02:00; 00200  ;   96;     ;     ;   88;  138;  181;    5;    8;     ;     ;    2;    4;    4;    2;    4;    4;    2;    4;    1;    0;    2;    4;    4;   95;  248;    0;     ;     ;   28;     ;     ;    1;   18;   10;    0;   28;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    6;    1;     ;     ;    0;    0;     ;     ;     ;     ;    0;     ;  122;     ;     ;   93;  137;  217;    9;     ;     ;     ;     ;     ;     ;   82;     ;     ;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;062400  ;2015-09-03;02:00; 00300  ;  101;     ;     ;   93;  135;  182;    6;   10;     ;     ;    2;    5;    5;    2;    4;    4;    2;    4;    1;    1;    2;    4;    4;   95;  193;    2;     ;     ;   34;     ;     ;    3;   25;    9;    0;   34;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   10;    1;     ;     ;    3;    3;     ;     ;     ;     ;    1;     ;  120;     ;     ;   95;  134;  218;   10;     ;     ;     ;     ;     ;     ;   84;     ;     ;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;062400  ;2015-09-03;02:00; 00400  ;  112;  140;   89;  100;  133;  186;    6;   10;   10;   10;    3;    5;    5;    3;    5;    5;    3;    5;    1;    1;    3;    4;    5;   92;  202;    1;    3;    3;   37;   47;   47;    6;   26;   10;    1;   37;    0;    0;   10;   42;   29;    1;   47;    0;    0;   10;   42;   34;    2;   47;    0;    0;   10;   42;   34;    2;   47;    0;    0;    3;   47;   12;    1;    4;    5;    9;    9;   38;     ;   11;   23;    0;    4;  123;  144;  115;   96;  133;  220;   11;     ;     ;   23;     ;     ;     ;   83;   13;   19;   59;    1;    0;    0;
MSWRMOS ;mix  2015090218;062400  ;2015-09-03;02:00; 00500  ;  124;     ;     ;  102;  131;  198;    7;   12;     ;     ;    2;    5;    6;    2;    5;    5;    2;    5;    1;    2;    2;    4;    5;   87;  226;    0;     ;     ;   43;     ;     ;    8;   30;   13;    2;   43;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   14;    2;     ;     ;   17;   17;     ;     ;   37;   30;    0;     ;  134;     ;     ;   95;  132;  225;   11;     ;     ;     ;     ;     ;     ;   78;     ;     ;     ;    4;    0;    0;
MSWRMOS ;mix  2015090218;062400  ;2015-09-03;02:00; 00600  ;  137;     ;     ;  105;  129;  207;    9;   15;     ;     ;    2;    6;    6;    2;    5;    6;    2;    5;    2;    2;    2;    4;    5;   81;  251;    0;     ;     ;   51;     ;     ;    7;   35;   16;    2;   51;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   17;    3;     ;     ;   25;   25;     ;     ;   72;   37;    0;     ;  150;     ;     ;   94;  132;  231;   11;     ;     ;     ;     ;     ;     ;   69;     ;     ;     ;    6;    0;    0;
MSWRMOS ;mix  2015090218;062400  ;2015-09-03;02:00; 00700  ;  146;     ;     ;  106;  127;  217;   10;   17;   17;     ;    2;    6;    6;    2;    6;    6;    2;    5;    2;    2;    2;    4;    6;   77;  269;    0;    0;     ;   55;   74;     ;    6;   38;   17;    2;   55;    0;    0;   21;   69;   47;    2;   74;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   17;    3;     ;     ;   30;   30;     ;     ;  114;   44;    0;     ;  161;  147;  115;   93;  131;  238;   12;     ;   52;     ;   40;   45;    0;   64;   15;   28;     ;    8;    0;    0;
MSWRMOS ;mix  2015090218;062400  ;2015-09-03;02:00; 00800  ;  152;     ;     ;  107;  127;  229;   11;   18;     ;     ;    2;    6;    6;    2;    6;    6;    2;    5;    3;    2;    2;    4;    6;   74;  279;    0;     ;     ;   57;     ;     ;    7;   39;   18;    2;   57;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   15;    3;     ;     ;   31;   31;     ;     ;  135;   44;    0;     ;  167;     ;     ;   95;  130;  249;   12;     ;     ;     ;     ;     ;     ;   62;     ;     ;     ;   13;    0;    0;
MSWRMOS ;mix  2015090218;062400  ;2015-09-03;02:00; 00900  ;  154;     ;     ;  106;  127;  242;   12;   19;     ;     ;    3;    6;    6;    3;    6;    6;    3;    6;    3;    2;    3;    5;    6;   73;  283;    0;     ;     ;   55;     ;     ;    7;   41;   15;    3;   55;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   11;    2;     ;     ;   28;   28;     ;     ;  150;   44;    0;     ;  168;     ;     ;   98;  129;  261;   12;     ;     ;     ;     ;     ;     ;   63;     ;     ;     ;   17;    0;    0;
MSWRMOS ;mix  2015090218;062400  ;2015-09-03;02:00; 01000  ;  156;  163;   92;  105;  127;  250;   12;   20;   21;   21;    3;    6;    7;    3;    6;    6;    3;    6;    3;    2;    3;    5;    6;   72;  287;    0;    0;    0;   51;   80;   87;    6;   39;   12;    3;   51;    0;    0;   20;   69;   44;    8;   80;    0;    0;   41;   83;   68;    8;   87;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;    9;    1;   12;     ;   26;   26;     ;     ;  155;   43;    0;     ;  168;  168;  115;  100;  127;  268;   13;     ;     ;   63;     ;     ;     ;   64;    6;   21;     ;   21;    0;    0;
MSWRMOS ;mix  2015090218;062400  ;2015-09-03;02:00; 01100  ;  156;     ;     ;  102;  126;  253;   13;   20;     ;     ;    3;    6;    7;    3;    6;    6;    3;    6;    3;    3;    3;    5;    6;   70;  292;    0;     ;     ;   44;     ;     ;    4;   33;   11;    2;   44;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    8;    1;     ;     ;   26;   26;     ;     ;  147;   42;    0;     ;  167;     ;     ;   99;  125;  269;   14;     ;     ;     ;     ;     ;     ;   64;     ;     ;     ;   24;    0;    0;
MSWRMOS ;mix  2015090218;062400  ;2015-09-03;02:00; 01200  ;  155;     ;     ;   98;  125;  254;   13;   21;     ;     ;    3;    6;    7;    3;    6;    6;    2;    6;    3;    3;    2;    4;    6;   69;  298;    0;     ;     ;   35;     ;     ;    4;   24;   10;    2;   35;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    8;    1;     ;     ;   27;   27;     ;     ;  132;   41;    0;     ;  164;     ;     ;   97;  124;  265;   14;     ;     ;     ;     ;     ;     ;   64;     ;     ;     ;   26;    0;    0;
MSWRMOS ;mix  2015090218;062400  ;2015-09-03;02:00; 01300  ;  154;     ;     ;   95;  124;  254;   13;   21;   22;     ;    3;    6;    7;    3;    6;    6;    2;    6;    4;    4;    2;    4;    6;   68;  303;    0;    0;     ;   25;   57;     ;    4;   16;    9;    2;   25;    0;    0;   12;   49;   31;    6;   57;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    8;    1;     ;     ;   27;   27;     ;     ;  110;   39;    0;     ;  162;  168;  121;   94;  122;  262;   15;     ;   72;     ;   61;   64;    9;   64;    1;    7;     ;   28;    0;    0;
PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;062420  ;2015-09-03;02:00; OBS    ;  143;     ;     ;   86;  133;  260;   19;   23;     ;     ;     ;    5;    5;     ;    6;     ;     ;    7;     ;     ;     ;     ;    7;   69;     ;    0;     ;     ;    0;     ;     ;    0;    0;    0;    0;    0;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   35;    0;    0;
MSWRMOS ;mix  2015090218;062420  ;2015-09-03;02:00; 00100  ;  141;     ;     ;   86;  128;  260;   18;   25;   25;     ;    5;    6;    6;    5;    6;    6;    5;    6;    0;    1;    4;    5;    6;   70;  236;    0;    0;     ;   24;   24;     ;    3;   16;    9;    0;   24;    0;    0;    3;   16;    9;    0;   24;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    5;    1;     ;     ;    0;    0;     ;     ;     ;     ;    0;     ;  147;     ;     ;   98;  127;  242;   15;     ;   18;     ;    2;   16;    0;   72;   15;   15;     ;   50;    0;    0;
MSWRMOS ;mix  2015090218;062420  ;2015-09-03;02:00; 00200  ;  140;     ;     ;   87;  125;  253;   17;   25;     ;     ;    6;    6;    6;    6;    6;    6;    6;    6;    1;    2;    4;    5;    6;   71;  262;    0;     ;     ;   31;     ;     ;    3;   21;   10;    0;   31;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   14;    1;     ;     ;    0;    0;     ;     ;     ;     ;    0;     ;  147;     ;     ;   99;  123;  237;   15;     ;     ;     ;     ;     ;     ;   73;     ;     ;     ;   44;    1;    0;
MSWRMOS ;mix  2015090218;062420  ;2015-09-03;02:00; 00300  ;  138;     ;     ;   88;  123;  249;   17;   24;     ;     ;    6;    6;    7;    6;    6;    6;    6;    6;    2;    2;    5;    5;    6;   71;  264;    0;     ;     ;   36;     ;     ;    9;   18;   18;    0;   36;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   21;    2;     ;     ;    0;    0;     ;     ;     ;     ;    0;     ;  147;     ;     ;  100;  120;  232;   16;     ;     ;     ;     ;     ;     ;   73;     ;     ;     ;   42;    1;    0;
MSWRMOS ;mix  2015090218;062420  ;2015-09-03;02:00; 00400  ;  139;  146;  131;   92;  120;  243;   16;   24;   26;   27;    6;    7;    7;    6;    6;    7;    6;    7;    3;    3;    5;    6;    7;   73;  226;    0;    0;    0;   51;   66;   66;    5;   26;   25;    1;   51;    0;    0;   17;   48;   53;    2;   66;    0;    0;   19;   54;   61;    2;   66;    0;    0;   19;   54;   61;    2;   66;    0;    0;    0;   66;   20;    4;   14;   21;    5;    5;   54;     ;    9;   18;    0;   14;  147;  150;  146;  100;  118;  230;   17;     ;     ;   56;     ;     ;     ;   73;   26;   41;  126;   44;    1;    0;
MSWRMOS ;mix  2015090218;062420  ;2015-09-03;02:00; 00500  ;  144;     ;     ;   95;  118;  244;   16;   23;     ;     ;    7;    7;    7;    7;    6;    7;    7;    7;    3;    4;    5;    6;    7;   73;  230;    0;     ;     ;   51;     ;     ;    6;   28;   23;    0;   51;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   24;    3;     ;     ;   11;   11;     ;     ;   31;   25;    0;     ;  148;     ;     ;   99;  116;  235;   16;     ;     ;     ;     ;     ;     ;   72;     ;     ;     ;   39;    1;    0;
MSWRMOS ;mix  2015090218;062420  ;2015-09-03;02:00; 00600  ;  149;     ;     ;   99;  116;  245;   16;   22;     ;     ;    7;    7;    8;    7;    7;    7;    7;    7;    4;    5;    5;    6;    7;   72;  234;    0;     ;     ;   52;     ;     ;    7;   29;   23;    0;   52;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   28;    3;     ;     ;   17;   17;     ;     ;   63;   32;    0;     ;  149;     ;     ;   97;  115;  243;   15;     ;     ;     ;     ;     ;     ;   71;     ;     ;     ;   33;    1;    0;
MSWRMOS ;mix  2015090218;062420  ;2015-09-03;02:00; 00700  ;  153;     ;     ;  101;  115;  246;   16;   22;   24;     ;    7;    7;    8;    7;    7;    7;    7;    7;    5;    6;    5;    5;    7;   71;  237;    0;    0;     ;   50;   69;     ;    8;   29;   21;    0;   50;    0;    0;   22;   57;   66;    1;   69;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   30;    3;     ;     ;   21;   21;     ;     ;  101;   39;    0;     ;  150;  152;  147;   96;  114;  251;   15;     ;   95;     ;   68;   89;    0;   70;   27;   53;     ;   30;    1;    0;
MSWRMOS ;mix  2015090218;062420  ;2015-09-03;02:00; 00800  ;  156;     ;     ;  102;  114;  247;   16;   22;     ;     ;    7;    7;    8;    7;    7;    7;    7;    7;    5;    5;    5;    5;    7;   70;  240;    0;     ;     ;   47;     ;     ;    7;   26;   22;    1;   47;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   27;    3;     ;     ;   21;   21;     ;     ;  124;   40;    0;     ;  151;     ;     ;   96;  113;  257;   14;     ;     ;     ;     ;     ;     ;   70;     ;     ;     ;   32;    0;    0;
MSWRMOS ;mix  2015090218;062420  ;2015-09-03;02:00; 00900  ;  157;     ;     ;  101;  113;  249;   16;   23;     ;     ;    7;    8;    8;    7;    8;    7;    7;    7;    5;    5;    5;    6;    7;   69;  242;    0;     ;     ;   41;     ;     ;    7;   23;   19;    1;   41;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   22;    2;     ;     ;   18;   18;     ;     ;  141;   42;    0;     ;  152;     ;     ;   98;  111;  262;   14;     ;     ;     ;     ;     ;     ;   70;     ;     ;     ;   35;    0;    0;
